rel_doi	rel_site	rel_date	type	category	rel_num_authors	ym
10.1101/2020.11.18.20234351	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.18.20230375	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	22	2020-11
10.1101/2020.11.18.20230649	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.18.20234104	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-11
10.1101/2020.11.19.20234583	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	sports medicine	13	2020-11
10.1101/2020.11.18.20233882	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	surgery	7	2020-11
10.1101/2020.11.19.20234856	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	surgery	6	2020-11
10.1101/2020.11.19.389726	bioRxiv	2020-11-20	new results	microbiology	17	2020-11
10.1101/2020.11.19.390187	bioRxiv	2020-11-20	new results	biophysics	28	2020-11
10.1101/2020.11.16.20229047	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	37	2020-11
10.1101/2020.11.18.20225029	medRxiv	2020-11-20	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.18.20234211	medRxiv	2020-11-21	PUBLISHAHEADOFPRINT	epidemiology	17	2020-11
10.1101/2020.11.20.20234013	medRxiv	2020-11-21	PUBLISHAHEADOFPRINT	infectious diseases	112	2020-11
10.1101/2020.11.19.20229856	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	7	2020-11
10.1101/2020.11.19.20231670	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.20.20235291	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.19.20234948	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	epidemiology	8	2020-11
10.1101/2020.11.18.20232892	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	epidemiology	9	2020-11
10.1101/2020.11.19.20233437	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	occupational and environmental health	3	2020-11
10.1101/2020.11.19.20234567	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	genetic and genomic medicine	7	2020-11
10.1101/2020.11.19.20235036	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.19.20235044	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	infectious diseases	25	2020-11
10.1101/2020.11.19.20235135	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.19.20235077	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.19.20234229	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	infectious diseases	35	2020-11
10.1101/2020.11.19.20234849	medRxiv	2020-11-22	PUBLISHAHEADOFPRINT	epidemiology	7	2020-11
10.1101/2020.11.21.392639	bioRxiv	2020-11-22	new results	immunology	11	2020-11
10.1101/2020.11.20.392381	bioRxiv	2020-11-22	new results	microbiology	8	2020-11
10.1101/2020.11.20.20235689	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.20.20233890	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	6	2020-11
10.1101/2020.11.20.20220749	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	public and global health	2	2020-11
10.1101/2020.11.21.20236067	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	medical education	6	2020-11
10.1101/2020.11.20.20235598	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	health informatics	10	2020-11
10.1101/2020.11.20.20235697	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-11
10.1101/2020.11.21.20235283	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.22.20236240	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-11
10.1101/2020.11.20.20234500	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.22.20236323	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.21.20236117	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.20.20231696	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.20.20235390	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-11
10.1101/2020.11.20.20235317	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.20.20224691	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.20.20235341	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	17	2020-11
10.1101/2020.11.18.20234161	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	27	2020-11
10.1101/2020.11.20.20232140	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.20.20235226	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	9	2020-11
10.1101/2020.11.21.20236018	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	allergy and immunology	8	2020-11
10.1101/2020.11.21.20235853	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	endocrinology	8	2020-11
10.1101/2020.11.21.20236042	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	7	2020-11
10.1101/2020.11.20.20235648	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.21.20236109	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.20.20235812	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	public and global health	7	2020-11
10.1101/2020.11.21.20236034	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.22.20236059	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.20.20235978	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	public and global health	11	2020-11
10.1101/2020.11.20.20234385	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.22.20236554	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	18	2020-11
10.1101/2020.11.20.20235424	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	health policy	4	2020-11
10.1101/2020.11.21.20236083	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.21.392555	bioRxiv	2020-11-23	new results	pharmacology and toxicology	8	2020-11
10.1101/2020.11.21.392670	bioRxiv	2020-11-23	new results	genomics	6	2020-11
10.1101/2020.11.21.392407	bioRxiv	2020-11-23	new results	bioinformatics	12	2020-11
10.1101/2020.11.23.394312	bioRxiv	2020-11-23	new results	scientific communication and education	4	2020-11
10.1101/2020.11.22.393587	bioRxiv	2020-11-23	new results	synthetic biology	5	2020-11
10.1101/2020.11.22.389056	bioRxiv	2020-11-23	new results	immunology	23	2020-11
10.1101/2020.11.21.392753	bioRxiv	2020-11-23	new results	microbiology	15	2020-11
10.1101/2020.11.22.393009	bioRxiv	2020-11-23	new results	bioinformatics	10	2020-11
10.1101/2020.11.23.394577	bioRxiv	2020-11-23	new results	scientific communication and education	4	2020-11
10.1101/2020.11.23.393967	bioRxiv	2020-11-23	new results	scientific communication and education	15	2020-11
10.1101/2020.11.20.20235440	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	genetic and genomic medicine	10	2020-11
10.1101/2020.11.20.20227355	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.20.20235705	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-11
10.1101/2020.11.20.20234898	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.20.20235333	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	dentistry and oral medicine	5	2020-11
10.1101/2020.11.19.20234120	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	53	2020-11
10.1101/2020.11.20.20235903	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.20.20235754	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.20.20235242	medRxiv	2020-11-23	PUBLISHAHEADOFPRINT	epidemiology	17	2020-11
10.1101/2020.11.21.20236216	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.22.20236414	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	genetic and genomic medicine	10	2020-11
10.1101/2020.11.23.20237107	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	health economics	1	2020-11
10.1101/2020.11.22.20232959	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	health informatics	14	2020-11
10.1101/2020.11.23.20236711	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	health policy	3	2020-11
10.1101/2020.11.23.20236828	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	hiv aids	24	2020-11
10.1101/2020.11.23.20233155	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.20.20235630	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.23.20236257	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-11
10.1101/2020.11.22.20236422	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.22.20236448	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.22.20236091	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.23.20236786	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	emergency medicine	6	2020-11
10.1101/2020.11.23.20237172	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.23.20237024	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	8	2020-11
10.1101/2020.11.23.20237362	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	pharmacology and therapeutics	11	2020-11
10.1101/2020.11.23.20237149	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.23.20236778	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	oncology	11	2020-11
10.1101/2020.11.23.20237289	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	geriatric medicine	11	2020-11
10.1101/2020.11.23.20237313	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	health informatics	23	2020-11
10.1101/2020.11.23.20236703	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	health policy	7	2020-11
10.1101/2020.11.23.20237198	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.24.20237560	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.24.20235952	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	20	2020-11
10.1101/2020.11.23.20237057	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.23.20236901	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	16	2020-11
10.1101/2020.11.23.20236968	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.23.20237255	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	7	2020-11
10.1101/2020.11.23.20237503	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.23.20237206	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	12	2020-11
10.1101/2020.11.24.20237644	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.23.20237487	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	4	2020-11
10.1101/2020.11.24.20237719	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	45	2020-11
10.1101/2020.11.24.20236950	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.24.20237743	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	primary care research	8	2020-11
10.1101/2020.11.24.20237586	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	7	2020-11
10.1101/2020.11.23.20235465	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	public and global health	9	2020-11
10.1101/2020.11.23.20237412	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	public and global health	8	2020-11
10.1101/2020.11.21.392605	bioRxiv	2020-11-24	new results	microbiology	3	2020-11
10.1101/2020.11.20.392126	bioRxiv	2020-11-24	new results	evolutionary biology	5	2020-11
10.1101/2020.11.24.391763	bioRxiv	2020-11-24	new results	genomics	3	2020-11
10.1101/2020.11.24.396028	bioRxiv	2020-11-24	new results	bioengineering	7	2020-11
10.1101/2020.11.23.393488	bioRxiv	2020-11-24	new results	bioinformatics	7	2020-11
10.1101/2020.11.24.395079	bioRxiv	2020-11-24	new results	immunology	10	2020-11
10.1101/2020.11.24.389627	bioRxiv	2020-11-24	new results	molecular biology	9	2020-11
10.1101/2020.11.17.386714	bioRxiv	2020-11-24	new results	genomics	15	2020-11
10.1101/2020.11.23.20236810	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	25	2020-11
10.1101/2020.11.24.393405	bioRxiv	2020-11-24	new results	biochemistry	53	2020-11
10.1101/2020.11.24.390039	bioRxiv	2020-11-24	new results	biochemistry	6	2020-11
10.1101/2020.11.24.20229948	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	epidemiology	10	2020-11
10.1101/2020.11.20.20235267	medRxiv	2020-11-24	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.24.20237750	medRxiv	2020-11-25	PUBLISHAHEADOFPRINT	nursing	5	2020-11
10.1101/2020.11.23.394114	bioRxiv	2020-11-25	new results	cell biology	8	2020-11
10.1101/2020.11.24.393629	bioRxiv	2020-11-25	new results	biophysics	32	2020-11
10.1101/2020.11.24.396671	bioRxiv	2020-11-25	new results	evolutionary biology	6	2020-11
10.1101/2020.11.25.398578	bioRxiv	2020-11-25	new results	microbiology	15	2020-11
10.1101/2020.11.25.398909	bioRxiv	2020-11-25	new results	microbiology	16	2020-11
10.1101/2020.11.25.398008	bioRxiv	2020-11-25	new results	microbiology	20	2020-11
10.1101/2020.11.25.20236646	medRxiv	2020-11-26	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.25.20238345	medRxiv	2020-11-26	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.23.20235002	medRxiv	2020-11-26	PUBLISHAHEADOFPRINT	infectious diseases	30	2020-11
10.1101/2020.11.19.20234658	medRxiv	2020-11-26	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.25.394288	bioRxiv	2020-11-26	new results	microbiology	3	2020-11
10.1101/241349	bioRxiv	2020-11-26	new results	molecular biology	8	2020-11
10.1101/2020.11.25.399055	bioRxiv	2020-11-26	new results	microbiology	7	2020-11
10.1101/2020.11.26.399436	bioRxiv	2020-11-26	new results	microbiology	11	2020-11
10.1101/2020.11.25.398859	bioRxiv	2020-11-26	new results	microbiology	12	2020-11
10.1101/2020.11.24.20237305	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	health policy	4	2020-11
10.1101/2020.11.24.20235721	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	allergy and immunology	6	2020-11
10.1101/2020.11.24.20231324	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	epidemiology	10	2020-11
10.1101/2020.11.25.20237115	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	epidemiology	6	2020-11
10.1101/2020.11.24.20235887	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	radiology and imaging	6	2020-11
10.1101/2020.11.24.20237446	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	occupational and environmental health	3	2020-11
10.1101/2020.11.24.20237040	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	occupational and environmental health	4	2020-11
10.1101/2020.11.19.20234237	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	genetic and genomic medicine	24	2020-11
10.1101/2020.11.25.20144139	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-11
10.1101/2020.11.24.20216663	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	16	2020-11
10.1101/2020.11.19.20234245	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.25.20229088	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	42	2020-11
10.1101/2020.11.25.20234195	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.24.20236661	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-11
10.1101/2020.11.25.20225490	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	epidemiology	12	2020-11
10.1101/2020.11.24.20188011	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	rheumatology	5	2020-11
10.1101/2020.11.25.20233163	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	43	2020-11
10.1101/2020.11.24.20237263	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.24.20236802	medRxiv	2020-11-27	PUBLISHAHEADOFPRINT	epidemiology	46	2020-11
10.1101/2020.11.26.400390	bioRxiv	2020-11-27	new results	immunology	8	2020-11
10.1101/2020.11.25.399139	bioRxiv	2020-11-27	new results	immunology	28	2020-11
10.1101/2020.11.27.400788	bioRxiv	2020-11-27	new results	bioinformatics	9	2020-11
10.1101/2020.11.27.401893	bioRxiv	2020-11-28	new results	microbiology	3	2020-11
10.1101/2020.11.24.20237842	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.24.20237834	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	epidemiology	7	2020-11
10.1101/2020.11.25.20235457	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	public and global health	1	2020-11
10.1101/2020.11.24.20237909	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	public and global health	5	2020-11
10.1101/2020.11.24.20237529	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	obstetrics and gynecology	6	2020-11
10.1101/2020.11.24.20238204	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	health economics	2	2020-11
10.1101/2020.11.24.20238337	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-11
10.1101/2020.11.24.20237917	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-11
10.1101/2020.11.24.20238055	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.24.20237628	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.24.20238139	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.25.20237776	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	epidemiology	9	2020-11
10.1101/2020.11.24.20237818	medRxiv	2020-11-28	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.25.20238535	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	sexual and reproductive health	9	2020-11
10.1101/2020.11.25.20237883	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	infectious diseases	36	2020-11
10.1101/2020.11.24.20238287	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.24.20238303	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	dentistry and oral medicine	2	2020-11
10.1101/2020.11.25.20238527	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	emergency medicine	8	2020-11
10.1101/2020.11.25.20238030	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	8	2020-11
10.1101/2020.11.25.20238766	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	public and global health	4	2020-11
10.1101/2020.11.25.20238675	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	neurology	4	2020-11
10.1101/2020.11.25.20236752	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.25.20238592	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	infectious diseases	30	2020-11
10.1101/2020.11.25.20238642	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.24.20238295	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	epidemiology	1	2020-11
10.1101/2020.11.25.20236224	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	health systems and quality improvement	15	2020-11
10.1101/2020.11.25.20238600	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.29.402404	bioRxiv	2020-11-29	new results	systems biology	2	2020-11
10.1101/2020.11.29.402677	bioRxiv	2020-11-29	new results	immunology	5	2020-11
10.1101/2020.11.24.20238261	medRxiv	2020-11-29	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.26.20232728	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.26.20238469	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-11
10.1101/2020.11.25.20235150	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-11
10.1101/2020.11.25.20238915	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.28.20240325	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-11
10.1101/2020.11.26.20238733	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-11
10.1101/2020.11.28.20237016	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-11
10.1101/2020.11.25.20237925	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-11
10.1101/2020.11.29.20240317	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.29.20240374	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	allergy and immunology	7	2020-11
10.1101/2020.11.25.20239038	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	8	2020-11
10.1101/2020.11.26.20239129	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	10	2020-11
10.1101/2020.11.25.20235366	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	17	2020-11
10.1101/2020.11.25.20238899	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.25.20239004	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	3	2020-11
10.1101/2020.11.29.20240416	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	20	2020-11
10.1101/2020.11.29.20240564	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	2	2020-11
10.1101/2020.11.29.20240580	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	5	2020-11
10.1101/2020.11.25.20238956	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	pediatrics	5	2020-11
10.1101/2020.11.29.20240481	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	2	2020-11
10.1101/2020.11.26.20239103	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	6	2020-11
10.1101/2020.11.25.20238741	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	public and global health	7	2020-11
10.1101/2020.11.25.20238998	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	otolaryngology	18	2020-11
10.1101/2020.11.26.20239327	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-11
10.1101/2020.11.26.20152520	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-11
10.1101/2020.11.26.20239152	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-11
10.1101/2020.11.26.20239186	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	7	2020-11
10.1101/2020.11.26.20239202	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	primary care research	10	2020-11
10.1101/2020.11.26.20239483	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-11
10.1101/2020.11.26.20239434	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-11
10.1101/2020.11.26.20239418	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	8	2020-11
10.1101/2020.11.27.20239657	medRxiv	2020-11-30	PUBLISHAHEADOFPRINT	epidemiology	9	2020-11
